,availability,location,bhk,total_sqft,bath,price,total_sqftbybhk
8385,1,other,2.0,1012.0,2.0,59.0,506.0
8386,1,other,3.0,2045.0,4.0,154.0,681.6666666666666
8388,1,other,6.0,2400.0,4.0,280.0,400.0
8389,1,other,1.0,581.91,2.0,25.0,581.91
8390,1,other,3.0,1158.0,2.0,85.0,386.0
8391,0,other,2.0,925.0,2.0,51.0,462.5
8392,1,other,2.0,1415.0,2.0,110.0,707.5
8395,1,other,4.0,4750.0,5.0,600.0,1187.5
8396,1,other,3.0,1840.0,3.0,155.0,613.3333333333334
8397,1,other,2.0,1350.0,2.0,185.0,675.0
8398,1,other,2.0,824.0,2.0,60.0,412.0
8399,0,other,3.0,1340.0,2.0,100.0,446.6666666666667
8400,1,other,3.0,1620.0,2.0,110.0,540.0
8401,1,other,3.0,1533.0,3.0,115.0,511.0
8402,1,other,3.0,1560.0,3.0,85.0,520.0
8404,1,other,1.0,750.0,1.0,25.0,750.0
8405,1,other,3.0,1375.0,2.0,85.0,458.3333333333333
8412,1,other,3.0,1500.0,3.0,88.0,500.0
8414,1,other,2.0,1140.0,2.0,76.0,570.0
8415,1,other,2.0,1198.0,2.0,84.0,599.0
8416,1,other,4.0,4000.0,4.0,520.0,1000.0
8418,1,other,2.0,1370.0,2.0,75.0,685.0
8422,1,other,2.0,1000.0,1.0,55.0,500.0
8423,1,other,2.0,1200.0,2.0,125.0,600.0
8427,1,other,1.0,1050.0,1.0,70.0,1050.0
8428,1,other,3.0,1200.0,2.0,80.0,400.0
8436,1,other,1.0,400.0,1.0,14.0,400.0
8438,1,other,5.0,1575.0,4.0,150.0,315.0
8440,1,other,4.0,4800.0,5.0,629.0,1200.0
8441,1,other,2.0,1200.0,2.0,70.0,600.0
8443,1,other,2.0,1100.0,2.0,60.0,550.0
8445,1,other,2.0,1300.0,2.0,79.0,650.0
8447,1,other,4.0,3500.0,4.0,350.0,875.0
8449,1,other,3.0,1000.0,2.0,110.0,333.3333333333333
8456,1,other,3.0,2400.0,3.0,260.0,800.0
8457,1,other,3.0,1533.0,3.0,85.0,511.0
8460,1,other,2.0,1452.55,2.0,110.0,726.275
8461,1,other,3.0,2357.0,3.0,151.0,785.6666666666666
8462,1,other,2.0,1170.0,2.0,105.0,585.0
8463,0,other,3.0,1411.0,3.0,91.72,470.3333333333333
8465,1,other,3.0,3095.0,3.0,375.0,1031.6666666666667
8467,1,other,3.0,1100.0,3.0,78.0,366.6666666666667
8469,1,other,4.0,3600.0,4.0,365.0,900.0
8472,1,other,3.0,1945.0,3.0,120.0,648.3333333333334
8474,1,other,3.0,1650.0,3.0,165.0,550.0
8475,1,other,3.0,1550.0,2.0,150.0,516.6666666666666
8477,1,other,3.0,1150.0,2.0,75.0,383.3333333333333
8478,1,other,3.0,1200.0,3.0,74.0,400.0
8479,1,other,3.0,1229.0,3.0,86.03,409.6666666666667
8480,1,other,2.0,1030.0,2.0,61.0,515.0
8481,1,other,1.0,600.0,1.0,32.0,600.0
8482,1,other,2.0,1165.0,2.0,135.0,582.5
8485,1,other,4.0,3000.0,4.0,240.0,750.0
8487,1,other,2.0,1315.0,2.0,90.0,657.5
8488,1,other,2.0,1210.0,2.0,72.0,605.0
8489,1,other,6.0,11338.0,9.0,1000.0,1889.6666666666667
8491,0,other,4.0,30000.0,4.0,2100.0,7500.0
8493,1,other,2.0,1170.0,2.0,68.0,585.0
8494,1,other,2.0,1600.0,2.0,110.0,800.0
8496,1,other,3.0,1370.0,2.0,75.0,456.6666666666667
8498,0,other,3.0,1980.0,3.0,224.0,660.0
8500,1,other,3.0,1700.0,3.0,97.0,566.6666666666666
8501,1,other,3.0,1900.0,3.0,160.0,633.3333333333334
8503,1,other,2.0,1100.0,2.0,75.0,550.0
8504,1,other,3.0,1929.0,3.0,115.0,643.0
8505,1,other,4.0,3161.0,4.0,214.0,790.25
8507,1,other,3.0,3515.0,3.0,420.0,1171.6666666666667
8509,1,other,2.0,1100.0,2.0,70.0,550.0
8513,1,other,1.0,700.0,1.0,41.0,700.0
8518,1,other,3.0,3000.0,3.0,250.0,1000.0
8519,1,other,2.0,1100.0,2.0,61.0,550.0
8520,1,other,1.0,1260.0,1.0,41.0,1260.0
8521,1,other,1.0,1500.0,1.0,37.5,1500.0
8522,1,other,1.0,600.0,1.0,17.0,600.0
8524,1,other,2.0,1165.0,2.0,75.0,582.5
8525,1,other,3.0,1272.0,4.0,75.0,424.0
8527,1,other,5.0,1600.0,5.0,140.0,320.0
8530,1,other,3.0,1000.0,2.0,65.0,333.3333333333333
8532,1,other,3.0,2400.0,4.0,325.0,800.0
8534,1,other,2.0,1463.0,1.0,142.0,731.5
8536,1,other,3.0,2401.0,3.0,185.0,800.3333333333334
8537,1,other,3.0,1875.0,2.0,235.0,625.0
8539,1,other,1.0,890.0,1.0,75.0,890.0
8542,1,other,3.0,2400.0,3.0,290.0,800.0
8544,1,other,3.0,1690.0,3.0,100.0,563.3333333333334
8547,1,other,2.0,1350.0,2.0,90.0,675.0
8548,1,other,3.0,1460.0,3.0,88.0,486.6666666666667
8549,1,other,3.0,1685.0,3.0,95.0,561.6666666666666
8550,0,other,1.0,800.0,1.0,52.0,800.0
8551,1,other,4.0,4000.0,5.0,280.0,1000.0
8553,1,other,2.0,792.0,2.0,70.0,396.0
8556,1,other,5.0,2400.0,5.0,235.0,480.0
8559,1,other,1.0,461.82,1.0,31.7,461.82
8560,0,other,3.0,1500.0,2.0,85.0,500.0
8563,1,other,2.0,1260.0,2.0,75.0,630.0
8565,1,other,10.0,12000.0,12.0,525.0,1200.0
8567,1,other,3.0,2820.0,3.0,285.0,940.0
8568,1,other,3.0,1950.0,3.0,130.0,650.0
8570,1,other,3.0,1350.0,2.0,140.0,450.0
8571,1,other,4.0,4051.0,4.0,345.0,1012.75
8572,1,other,3.0,2100.0,3.0,170.0,700.0
8573,1,other,3.0,1991.0,3.0,160.0,663.6666666666666
8575,1,other,3.0,1200.0,3.0,66.0,400.0
8577,0,other,4.0,3000.0,4.0,342.0,750.0
8578,1,other,6.0,2400.0,6.0,245.0,400.0
8580,1,other,2.0,1375.0,2.0,105.0,687.5
8581,0,other,3.0,1693.0,3.0,108.0,564.3333333333334
8588,1,other,3.0,1150.0,2.0,77.5,383.3333333333333
8592,1,other,2.0,1058.0,2.0,60.0,529.0
8593,1,other,1.0,900.0,1.0,30.0,900.0
8594,1,other,3.0,1672.0,3.0,150.0,557.3333333333334
8597,1,other,3.0,1250.0,3.0,139.0,416.6666666666667
8598,1,other,2.0,1468.0,3.0,130.0,734.0
8602,1,other,3.0,1480.0,2.0,145.0,493.3333333333333
8605,1,other,3.0,2280.0,3.0,285.0,760.0
8606,0,other,3.0,2000.0,3.0,200.0,666.6666666666666
8609,1,other,3.0,1080.0,2.0,75.0,360.0
8610,1,other,3.0,2400.0,2.0,150.0,800.0
8612,1,other,2.0,1125.0,2.0,75.0,562.5
8613,1,other,3.0,1596.0,3.0,95.0,532.0
8614,1,other,3.0,1639.0,3.0,123.0,546.3333333333334
8616,1,other,3.0,1740.0,3.0,199.0,580.0
8617,1,other,3.0,1372.0,2.0,90.0,457.3333333333333
8619,1,other,5.0,6200.0,5.0,720.0,1240.0
8622,1,other,2.0,925.0,2.0,63.0,462.5
8623,1,other,4.0,1200.0,3.0,95.0,300.0
8624,1,other,2.0,1200.0,2.0,79.0,600.0
8625,0,other,3.0,2500.0,3.0,270.0,833.3333333333334
8626,1,other,4.0,1584.0,3.0,145.0,396.0
8627,1,other,3.0,1570.0,3.0,115.0,523.3333333333334
8628,1,other,3.0,3000.0,3.0,400.0,1000.0
8632,1,other,3.0,1750.0,3.0,180.0,583.3333333333334
8633,1,other,2.0,1500.0,1.0,160.0,750.0
8634,1,other,6.0,2100.0,6.0,275.0,350.0
8636,1,other,1.0,705.0,1.0,36.5,705.0
8637,1,other,3.0,1340.0,3.0,77.0,446.6666666666667
8641,1,other,1.0,1260.0,1.0,41.0,1260.0
8642,1,other,2.0,1200.0,2.0,125.0,600.0
8643,1,other,4.0,1270.0,2.0,175.0,317.5
8644,1,other,3.0,1200.0,3.0,130.0,400.0
8645,0,other,4.0,3595.0,6.0,360.0,898.75
8647,1,other,4.0,3100.0,5.0,385.0,775.0
8649,1,other,4.0,1200.0,4.0,150.0,300.0
8650,1,other,3.0,3259.0,3.0,270.0,1086.3333333333333
8653,1,other,1.0,596.0,1.0,42.0,596.0
8654,1,other,16.0,10000.0,16.0,550.0,625.0
8655,1,other,4.0,1200.0,4.0,110.0,300.0
8656,1,other,3.0,1910.0,3.0,190.0,636.6666666666666
8659,1,other,3.0,1750.0,3.0,149.0,583.3333333333334
8661,0,other,2.0,985.0,2.0,63.0,492.5
8662,0,other,2.0,1300.0,2.0,129.0,650.0
8663,1,other,3.0,1490.0,2.0,88.0,496.6666666666667
8667,1,other,1.0,650.0,1.0,30.0,650.0
8668,1,other,3.0,1500.0,2.0,89.99,500.0
8669,1,other,4.0,1350.0,4.0,145.0,337.5
8670,1,other,1.0,910.0,1.0,42.0,910.0
8673,1,other,1.0,532.0,1.0,22.49,532.0
8674,1,other,3.0,1060.0,3.0,62.0,353.3333333333333
8676,1,other,2.0,1550.0,2.0,160.0,775.0
8680,1,other,2.0,1000.0,2.0,80.0,500.0
8682,0,other,3.0,1500.0,2.0,97.0,500.0
8683,0,other,3.0,1865.0,4.0,140.0,621.6666666666666
8685,1,other,4.0,3500.0,4.0,245.0,875.0
8689,0,other,3.0,1320.0,2.0,73.0,440.0
8690,1,other,6.0,2150.0,6.0,205.0,358.3333333333333
8693,1,other,2.0,675.0,3.0,52.0,337.5
8694,1,other,3.0,1801.0,3.0,139.0,600.3333333333334
8696,1,other,4.0,2990.0,4.0,324.0,747.5
8697,1,other,2.0,2400.0,2.0,160.0,1200.0
8699,0,other,2.0,1150.0,2.0,75.0,575.0
8700,1,other,3.0,1200.0,3.0,165.0,400.0
8707,1,other,3.0,1390.0,2.0,80.0,463.3333333333333
8708,1,other,3.0,1550.0,2.0,90.0,516.6666666666666
8711,1,other,4.0,1500.0,4.0,110.0,375.0
8713,1,other,3.0,1839.0,3.0,165.0,613.0
8715,1,other,2.0,900.0,2.0,70.0,450.0
8717,1,other,3.0,1500.0,3.0,149.0,500.0
8720,1,other,1.0,750.0,2.0,50.0,750.0
8721,1,other,2.0,600.0,3.0,75.0,300.0
8722,1,other,3.0,1605.0,2.0,85.0,535.0
8725,1,other,1.0,1500.0,1.0,19.5,1500.0
8727,1,other,2.0,1200.0,2.0,70.0,600.0
8728,1,other,2.0,1200.0,2.0,160.0,600.0
8729,1,other,3.0,1904.0,3.0,155.0,634.6666666666666
8730,1,other,3.0,2770.0,4.0,315.0,923.3333333333334
8731,0,other,1.0,813.0,1.0,39.0,813.0
8734,1,other,3.0,1630.0,2.0,97.78,543.3333333333334
8736,1,other,4.0,2425.0,4.0,173.0,606.25
8740,1,other,2.0,1280.0,2.0,75.0,640.0
8741,1,other,1.0,735.0,1.0,75.0,735.0
8742,1,other,1.0,500.0,1.0,24.0,500.0
8744,1,other,3.0,1200.0,4.0,145.0,400.0
8745,1,other,2.0,1200.0,2.0,100.0,600.0
8746,1,other,3.0,1200.0,3.0,160.0,400.0
8747,1,other,3.0,1265.0,2.0,82.0,421.6666666666667
8750,1,other,3.0,1850.0,3.0,98.0,616.6666666666666
8751,0,other,4.0,2360.0,4.0,150.0,590.0
8752,1,other,2.0,1030.0,2.0,77.25,515.0
8754,1,other,3.0,2000.0,3.0,160.0,666.6666666666666
8755,0,other,3.0,1575.0,3.0,93.0,525.0
8756,1,other,3.0,1300.0,2.0,70.0,433.3333333333333
8758,1,other,2.0,1380.0,2.0,75.0,690.0
8763,1,other,3.0,3100.0,3.0,250.0,1033.3333333333333
8764,1,other,2.0,1190.0,2.0,100.0,595.0
8765,1,other,3.0,1827.0,3.0,100.0,609.0
8766,1,other,3.0,1500.0,3.0,95.0,500.0
8767,1,other,2.0,1180.0,2.0,63.0,590.0
8772,1,other,3.0,1645.0,3.0,95.0,548.3333333333334
8773,1,other,4.0,1200.0,4.0,140.0,300.0
8776,1,other,2.0,1097.0,2.0,65.0,548.5
8777,1,other,4.0,1600.0,3.0,165.0,400.0
8779,1,other,2.0,900.0,2.0,110.0,450.0
8780,1,other,2.0,1200.0,2.0,125.0,600.0
8781,1,other,2.0,1355.0,2.0,75.0,677.5
8783,0,other,4.0,7500.0,4.0,900.0,1875.0
8786,1,other,4.0,4104.0,4.0,360.0,1026.0
8789,1,other,2.0,2080.0,2.0,150.0,1040.0
8790,1,other,2.0,1505.0,2.0,90.0,752.5
8791,1,other,3.0,1200.0,3.0,95.75,400.0
8792,1,other,3.0,1810.0,4.0,148.0,603.3333333333334
8794,1,other,3.0,1530.0,2.0,97.0,510.0
8799,1,other,3.0,1500.0,2.0,130.0,500.0
8803,1,other,2.0,1400.0,2.0,80.0,700.0
8804,1,other,3.0,1533.0,3.0,150.0,511.0
8806,1,other,4.0,3730.0,6.0,450.0,932.5
8807,1,other,2.0,745.0,2.0,50.0,372.5
8809,0,other,2.0,1355.0,2.0,95.0,677.5
8810,1,other,1.0,833.0,1.0,49.0,833.0
8812,1,other,4.0,3000.0,5.0,270.0,750.0
8813,1,other,2.0,1220.0,2.0,68.0,610.0
8814,1,other,4.0,3811.0,3.0,475.0,952.75
8815,1,other,3.0,1545.0,3.0,85.0,515.0
8817,1,other,2.0,1350.0,2.0,110.0,675.0
8819,1,other,3.0,1200.0,2.0,68.0,400.0
8821,1,other,5.0,2000.0,4.0,180.0,400.0
8825,1,other,4.0,1280.0,4.0,115.0,320.0
8826,1,other,3.0,1200.0,3.0,85.0,400.0
8828,1,other,3.0,1655.0,3.0,155.0,551.6666666666666
8829,0,other,2.0,1150.0,2.0,74.0,575.0
8831,1,other,3.0,1200.0,2.0,108.0,400.0
8832,1,other,2.0,1200.0,2.0,75.0,600.0
8837,1,other,2.0,1500.0,2.0,203.0,750.0
8840,1,other,9.0,4500.0,9.0,500.0,500.0
8843,1,other,3.0,1550.0,3.0,160.0,516.6666666666666
8846,1,other,3.0,1758.0,3.0,95.0,586.0
8847,0,other,4.0,3179.0,5.0,351.0,794.75
8849,1,other,2.0,1200.0,3.0,85.0,600.0
8851,1,other,3.0,1800.0,3.0,140.0,600.0
8854,0,other,4.0,3900.0,4.0,333.0,975.0
8855,1,other,3.0,2400.0,4.0,200.0,800.0
8856,1,other,3.0,1645.0,3.0,87.5,548.3333333333334
8858,1,other,3.0,2600.0,3.0,140.0,866.6666666666666
8859,1,other,2.0,950.0,2.0,60.0,475.0
8865,1,other,3.0,1900.0,3.0,205.0,633.3333333333334
8867,1,other,3.0,1402.0,2.0,85.0,467.3333333333333
8869,1,other,3.0,2100.0,3.0,240.0,700.0
8873,1,other,3.0,1200.0,3.0,140.0,400.0
8874,1,other,2.0,814.0,2.0,55.0,407.0
8877,1,other,3.0,1590.0,3.0,120.0,530.0
8878,1,other,4.0,3754.0,6.0,430.0,938.5
8881,0,other,3.0,1450.0,2.0,89.6,483.3333333333333
8883,1,other,2.0,1340.0,2.0,77.0,670.0
8886,1,other,3.0,1665.0,3.0,105.0,555.0
8888,1,other,4.0,2300.0,4.0,200.0,575.0
8889,0,other,2.0,1210.0,2.0,76.0,605.0
8894,1,other,2.0,1065.0,2.0,58.0,532.5
8897,1,other,3.0,1636.0,3.0,97.0,545.3333333333334
8898,1,other,4.0,3600.0,4.0,450.0,900.0
8901,0,other,3.0,1200.0,3.0,72.0,400.0
8905,1,other,2.0,1000.0,1.0,75.0,500.0
8908,1,other,2.0,1170.0,2.0,86.0,585.0
8909,1,other,4.0,4830.0,5.0,390.0,1207.5
8910,1,other,2.0,850.0,2.0,75.0,425.0
8914,1,other,3.0,2065.0,3.0,130.0,688.3333333333334
8915,1,other,2.0,1150.0,2.0,125.0,575.0
8918,1,other,3.0,2550.0,4.0,290.0,850.0
8919,1,other,4.0,3080.0,2.0,285.0,770.0
8921,1,other,4.0,3400.0,6.0,420.0,850.0
8922,1,other,1.0,450.0,1.0,25.0,450.0
8923,1,other,2.0,1100.0,2.0,85.0,550.0
8928,1,other,2.0,1036.0,2.0,110.0,518.0
8931,1,other,4.0,1376.0,4.0,156.0,344.0
8936,0,other,2.0,1080.0,2.0,62.0,540.0
8940,1,other,3.0,1475.0,2.0,200.0,491.6666666666667
8941,1,other,3.0,1200.0,3.0,96.25,400.0
8943,1,other,4.0,2631.0,3.0,200.0,657.75
8944,1,other,2.0,830.0,2.0,60.0,415.0
8945,1,other,2.0,1500.0,2.0,88.0,750.0
8948,0,other,2.0,856.0,2.0,48.0,428.0
8949,1,other,2.0,1143.0,2.0,62.0,571.5
8951,1,other,2.0,1117.0,2.0,110.0,558.5
8952,1,other,1.0,600.0,1.0,43.0,600.0
8956,1,other,3.0,1200.0,3.0,70.0,400.0
8957,1,other,4.0,2675.0,4.0,290.0,668.75
8961,1,other,3.0,1477.0,2.0,80.0,492.3333333333333
8962,1,other,4.0,3500.0,5.0,450.0,875.0
8963,1,other,3.0,1793.0,3.0,98.0,597.6666666666666
8967,0,other,2.0,1020.0,2.0,62.0,510.0
8968,1,other,4.0,3563.0,6.0,310.0,890.75
8971,1,other,4.0,3300.0,5.0,318.0,825.0
8972,1,other,3.0,1200.0,3.0,165.0,400.0
8976,1,other,3.0,1718.0,3.0,223.0,572.6666666666666
8977,1,other,3.0,1200.0,2.0,75.0,400.0
8978,1,other,2.0,985.0,2.0,55.0,492.5
8983,1,other,2.0,1030.0,2.0,80.0,515.0
8985,0,other,2.0,1150.0,2.0,69.0,575.0
8988,1,other,3.0,1500.0,2.0,90.0,500.0
8989,1,other,2.0,900.0,2.0,55.0,450.0
8994,1,other,4.0,1750.0,2.0,225.0,437.5
8996,1,other,2.0,1100.0,2.0,78.0,550.0
8997,1,other,2.0,1180.0,2.0,74.0,590.0
8999,1,other,3.0,1540.0,3.0,85.0,513.3333333333334
9001,1,other,3.0,1800.0,3.0,230.0,600.0
9003,1,other,3.0,2000.0,3.0,120.0,666.6666666666666
9004,0,other,3.0,2000.0,3.0,145.0,666.6666666666666
9005,1,other,1.0,500.0,1.0,15.0,500.0
9011,0,other,4.0,3160.0,4.0,206.0,790.0
9012,1,other,2.0,922.0,2.0,70.0,461.0
9013,1,other,2.0,850.0,2.0,72.0,425.0
9014,1,other,2.0,1200.0,1.0,65.0,600.0
9016,1,other,2.0,1233.0,2.0,100.0,616.5
9024,1,other,3.0,1936.0,3.0,110.0,645.3333333333334
9025,1,other,3.0,1652.5,3.0,90.0,550.8333333333334
9027,1,other,3.0,1500.0,3.0,138.0,500.0
9028,1,other,2.0,700.0,2.0,43.0,350.0
9029,1,other,3.0,1750.0,3.0,170.0,583.3333333333334
9030,1,other,3.0,1365.0,3.0,99.0,455.0
9033,1,other,2.0,708.0,1.0,55.0,354.0
9034,1,other,3.0,1680.0,3.0,135.0,560.0
9035,1,other,2.0,990.0,2.0,58.0,495.0
9036,1,other,2.0,1240.0,2.0,100.0,620.0
9037,1,other,3.0,1810.0,3.0,118.0,603.3333333333334
9038,0,other,3.0,2005.0,3.0,240.0,668.3333333333334
9041,1,other,2.0,1000.0,2.0,97.0,500.0
9044,1,other,3.0,1430.0,3.0,78.65,476.6666666666667
9046,1,other,1.0,1200.0,2.0,45.0,1200.0
9051,0,other,1.0,840.0,1.0,75.0,840.0
9052,1,other,3.0,1760.0,2.0,116.0,586.6666666666666
9053,1,other,4.0,3317.5,5.0,268.5,829.375
9054,1,other,2.0,600.0,1.0,52.0,300.0
9055,1,other,3.0,1670.0,3.0,160.0,556.6666666666666
9058,0,other,3.0,1200.0,2.0,75.6,400.0
9059,0,other,5.0,2400.0,5.0,285.0,480.0
9060,1,other,4.0,2100.0,4.0,150.0,525.0
9064,1,other,4.0,1550.0,4.0,120.0,387.5
9065,0,other,2.0,905.0,2.0,50.0,452.5
9066,1,other,3.0,1495.0,3.0,200.0,498.3333333333333
9068,1,other,1.0,550.0,1.0,23.0,550.0
9071,1,other,3.0,1080.0,2.0,75.0,360.0
9073,1,other,3.0,1537.0,3.0,110.0,512.3333333333334
9074,1,other,3.0,1750.0,3.0,150.0,583.3333333333334
9075,1,other,7.0,2800.0,7.0,250.0,400.0
9077,1,other,2.0,1191.0,2.0,90.0,595.5
9080,1,other,4.0,2849.0,5.0,250.0,712.25
9085,1,other,2.0,827.0,2.0,45.0,413.5
9092,1,other,2.0,1205.0,2.0,70.0,602.5
9096,0,other,3.0,2200.0,4.0,160.0,733.3333333333334
9099,1,other,3.0,1900.0,3.0,155.0,633.3333333333334
9101,1,other,2.0,1200.0,1.0,95.0,600.0
9103,1,other,2.0,1100.0,2.0,61.0,550.0
9104,0,other,2.0,1100.0,2.0,110.0,550.0
9105,1,other,3.0,1942.0,3.0,155.0,647.3333333333334
9106,1,other,3.0,1200.0,4.0,80.0,400.0
9109,1,other,3.0,1515.0,3.0,90.0,505.0
9112,1,other,4.0,1200.0,4.0,95.0,300.0
9118,1,other,1.0,1200.0,1.0,69.0,1200.0
9119,1,other,3.0,1717.0,3.0,99.0,572.3333333333334
9121,1,other,1.0,1200.0,1.0,48.0,1200.0
9122,1,other,3.0,1430.0,2.0,78.65,476.6666666666667
9124,1,other,2.0,1190.0,2.0,70.0,595.0
9126,0,other,4.0,2690.0,4.0,185.0,672.5
9127,0,other,3.0,1594.0,3.0,99.0,531.3333333333334
9128,1,other,2.0,1250.0,2.0,68.0,625.0
9129,1,other,2.0,1290.0,1.0,77.5,645.0
9131,1,other,2.0,1464.0,2.0,145.0,732.0
9132,1,other,2.0,1200.0,2.0,75.0,600.0
9135,1,other,3.0,1485.0,2.0,156.0,495.0
9136,1,other,3.0,2070.0,3.0,135.0,690.0
9139,1,other,2.0,800.0,2.0,55.0,400.0
9141,1,other,3.0,1480.0,2.0,125.0,493.3333333333333
9143,1,other,2.0,1500.0,2.0,130.0,750.0
9144,1,other,3.0,2010.0,3.0,125.0,670.0
9145,1,other,3.0,1504.0,2.0,100.0,501.3333333333333
9148,0,other,3.0,1602.0,2.0,165.0,534.0
9149,1,other,4.0,1200.0,4.0,130.0,300.0
9150,1,other,3.0,1800.0,3.0,220.0,600.0
9156,1,other,3.0,1862.0,3.0,120.0,620.6666666666666
9158,1,other,3.0,2700.0,3.0,200.0,900.0
9159,0,other,3.0,1677.0,3.0,98.0,559.0
9161,1,other,3.0,1490.0,2.0,115.0,496.6666666666667
9163,1,other,3.0,1740.0,3.0,120.0,580.0
9164,1,other,2.0,1020.0,2.0,60.0,510.0
9165,1,other,1.0,550.0,1.0,16.0,550.0
9168,0,other,3.0,3664.0,3.0,325.0,1221.3333333333333
9169,1,other,2.0,690.0,2.0,42.0,345.0
9170,1,other,3.0,1520.0,3.0,111.0,506.6666666666667
9172,1,other,4.0,1200.0,4.0,86.0,300.0
9173,1,other,2.0,1250.0,2.0,90.0,625.0
9174,1,other,3.0,1900.0,2.0,190.0,633.3333333333334
9177,0,other,3.0,1602.0,2.0,170.0,534.0
9178,1,other,2.0,1230.0,2.0,70.0,615.0
9179,1,other,3.0,1600.0,3.0,95.0,533.3333333333334
9180,1,other,1.0,450.0,1.0,60.0,450.0
9181,1,other,1.0,600.0,2.0,23.0,600.0
9182,1,other,4.0,3463.0,6.0,310.0,865.75
9183,1,other,2.0,1200.0,2.0,85.0,600.0
9186,1,other,3.0,2000.0,4.0,130.0,666.6666666666666
9187,1,other,4.0,1350.0,4.0,140.0,337.5
9190,0,other,2.0,1175.0,2.0,79.0,587.5
9192,1,other,2.0,1112.0,2.0,68.0,556.0
9195,1,other,2.0,1158.0,2.0,75.0,579.0
9198,1,other,2.0,1200.0,2.0,90.0,600.0
9199,1,other,2.0,1266.67,2.0,69.0,633.335
9201,1,other,2.0,2000.0,2.0,160.0,1000.0
9205,1,other,4.0,2679.0,5.0,280.0,669.75
9206,0,other,2.0,1230.0,2.0,75.0,615.0
9208,1,other,8.0,3150.0,5.0,145.0,393.75
9209,1,other,2.0,2400.0,2.0,135.0,1200.0
9210,1,other,2.0,880.0,2.0,48.0,440.0
9215,1,other,2.0,1022.0,2.0,57.0,511.0
9216,1,other,2.0,1200.0,2.0,76.0,600.0
9219,1,other,3.0,1605.0,3.0,100.0,535.0
9220,1,other,3.0,1542.0,3.0,98.0,514.0
9223,1,other,2.0,1333.0,2.0,77.27,666.5
9224,1,other,3.0,1100.0,3.0,110.0,366.6666666666667
9225,1,other,2.0,1050.0,2.0,70.0,525.0
9229,1,other,4.0,1200.0,4.0,165.0,300.0
9230,1,other,3.0,1100.0,2.0,145.0,366.6666666666667
9232,1,other,3.0,1200.0,3.0,99.0,400.0
9235,1,other,2.0,1000.0,2.0,60.0,500.0
9236,1,other,3.0,5720.0,3.0,350.0,1906.6666666666667
9238,1,other,2.0,1012.0,2.0,59.0,506.0
9241,1,other,4.0,1200.0,4.0,140.0,300.0
9242,1,other,2.0,600.0,2.0,39.0,300.0
9245,0,other,3.0,1700.0,3.0,111.0,566.6666666666666
9249,1,other,3.0,1780.0,3.0,110.0,593.3333333333334
9251,1,other,3.0,1080.0,3.0,149.0,360.0
9252,1,other,3.0,900.0,2.0,65.0,300.0
9254,1,other,4.0,1200.0,3.0,160.0,300.0
9255,1,other,3.0,1540.0,3.0,85.0,513.3333333333334
9256,1,other,3.0,2456.0,3.0,220.0,818.6666666666666
9258,1,other,2.0,1530.0,2.0,185.0,765.0
9261,1,other,3.0,1717.0,3.0,120.0,572.3333333333334
9264,1,other,2.0,1475.0,2.0,171.0,737.5
9266,1,other,1.0,650.0,1.0,16.0,650.0
9268,1,other,3.0,1504.0,2.0,102.0,501.3333333333333
9270,1,other,4.0,1800.0,4.0,145.0,450.0
9271,1,other,4.0,3000.0,4.0,240.0,750.0
9273,1,other,3.0,1625.0,3.0,92.0,541.6666666666666
9274,1,other,4.0,2400.0,4.0,250.0,600.0
9277,1,other,3.0,1490.0,2.0,92.0,496.6666666666667
9279,0,other,2.0,1044.0,2.0,60.0,522.0
9283,1,other,3.0,1567.2,2.0,190.0,522.4
9288,1,other,2.0,1293.0,2.0,75.0,646.5
9290,1,other,2.0,860.0,2.0,65.5,430.0
9291,1,other,3.0,1374.0,2.0,88.0,458.0
9295,0,other,4.0,2000.0,2.0,160.0,500.0
9296,1,other,1.0,834.0,1.0,62.0,834.0
9297,1,other,1.0,600.0,1.0,52.0,600.0
9298,1,other,4.0,2000.0,4.0,135.0,500.0
9299,1,other,3.0,2750.0,3.0,260.0,916.6666666666666
9303,1,other,2.0,1280.0,2.0,90.0,640.0
9305,1,other,3.0,2075.0,3.0,175.0,691.6666666666666
9312,1,other,3.0,2274.24,4.0,160.0,758.0799999999999
9314,1,other,2.0,900.0,3.0,105.0,450.0
9317,1,other,3.0,1350.0,3.0,75.0,450.0
9319,1,other,1.0,470.0,2.0,10.0,470.0
9321,1,other,3.0,1313.0,4.0,150.0,437.6666666666667
9322,1,other,3.0,2515.0,4.0,155.0,838.3333333333334
9325,0,other,3.0,2665.0,3.0,350.0,888.3333333333334
9327,0,other,4.0,3500.0,5.0,450.0,875.0
9334,1,other,6.0,2400.0,5.0,300.0,400.0
9335,1,other,8.0,3000.0,4.0,130.0,375.0
9336,0,other,2.0,1235.0,2.0,140.0,617.5
9337,0,other,3.0,3200.0,3.0,260.0,1066.6666666666667
9338,1,other,3.0,1450.0,3.0,90.0,483.3333333333333
9339,1,other,4.0,3754.0,6.0,480.0,938.5
9340,1,other,3.0,1893.0,3.0,115.0,631.0
9343,1,other,3.0,1200.0,2.0,100.0,400.0
9344,1,other,2.0,1205.0,2.0,70.0,602.5
9345,0,other,3.0,1500.0,3.0,90.0,500.0
9347,1,other,2.0,1250.0,2.0,67.0,625.0
9350,1,other,1.0,375.0,1.0,26.0,375.0
